WSN,WS Name,Agency,County,Population Served, Service Connections, Total Funding Request,latitude,longitude, Completed Date
1010044,HURON  CITY OF,DISTRICT 23 - FRESNO,FRESNO,9306,871,N/A,36.1869027,-120.1011836,Have not applied
1210019,HYDESVILLE CO. W.D.,DISTRICT 01 - KLAMATH,HUMBOLDT,1409,419,N/A,40.5659648,-124.0817118,Have not applied
1310006,IMPERIAL  CITY OF,DISTRICT 14 - SAN DIEGO,IMPERIAL,19929,6248,N/A,32.8440778,-115.5694499,Have not applied
1510017,INDIAN WELLS VALLEY W.D.,DISTRICT 19 - TEHACHAPI,KERN,39478,11963,N/A,35.62,-117.67,Have not applied
3310020,INDIO WATER AUTHORITY,DISTRICT 20 - RIVERSIDE,RIVERSIDE,79114,23974,N/A,33.7217883,-116.2130652,Have not applied
1510036,INYOKERN CSD,DISTRICT 19 - TEHACHAPI,KERN,805,265,N/A,36.1155819,-118.1590786,Have not applied
1210021,JACOBY CREEK CSD,DISTRICT 01 - KLAMATH,HUMBOLDT,904,330,N/A,40.8671545,-124.0847564,Have not applied
3310021,JURUPA COMMUNITY SD,DISTRICT 20 - RIVERSIDE,RIVERSIDE,133361,33117,N/A,34.011845,-117.5298635,Have not applied
1400036,KEELER COMMUNITY SERVICE DISTRICT,DISTRICT 13 - SAN BERNARDINO,INYO,66,83,N/A,36.4971356,-117.8868171,Have not applied
1710007,KELSEYVILLE CO WATERWORKS DISTRICT 3,DISTRICT 03 - MENDOCINO,LAKE,4280,1280,N/A,39.0434854,-122.9149081,Have not applied
4910025,KENWOOD VILLAGE WATER COMPANY (PUC),DISTRICT 18 - SONOMA,SONOMA,1000,309,N/A,38.4640695,-122.6630881,Have not applied
1010018,KERMAN  CITY OF,DISTRICT 23 - FRESNO,FRESNO,15282,3789,N/A,36.7221199,-120.0597531,Have not applied
1500364,KERNVALE MUTUAL WATER CO,DISTRICT 19 - TEHACHAPI,KERN,75,32,N/A,35.6283762,-118.4163103,Have not applied
1010019,KINGSBURG  CITY OF,DISTRICT 23 - FRESNO,FRESNO,12002,3856,N/A,36.5150985,-119.5528639,Have not applied
5710004,KNIGHTS LANDING SVC. DIST.,DISTRICT 09 - SACRAMENTO,YOLO,1300,287,N/A,38.8933855,-121.7879244,Have not applied
1910060,LA PUENTE VALLEY CWD,DISTRICT 16 - CENTRAL,LOS ANGELES,8108,2457,N/A,34.0205301,-117.9523361,Have not applied
1910062,LA VERNE  CITY WD,DISTRICT 15 - METROPOLITAN,LOS ANGELES,32206,8794,N/A,34.1120128,-117.7650534,Have not applied
210001,LAKE ALPINE WATER COMPANY,DISTRICT 10 - STOCKTON,ALPINE,625,488,N/A,38.4660573,-119.9277947,Have not applied
1700554,LAKE COUNTY CSA 13 - KONO TAYEE,DISTRICT 03 - MENDOCINO,LAKE,395,144,N/A,39.0434854,-122.9149081,Have not applied
1710018,LAKE COUNTY CSA 2 - SPRING VALLEY,DISTRICT 03 - MENDOCINO,LAKE,1386,479,N/A,39.0434854,-122.9149081,Have not applied
1710022,LAKE COUNTY CSA 20 - SODA BAY,DISTRICT 03 - MENDOCINO,LAKE,2129,645,N/A,39.0434854,-122.9149081,Have not applied
1710021,LAKE COUNTY CSA 21 - NORTH LAKEPORT,DISTRICT 03 - MENDOCINO,LAKE,3104,1257,N/A,39.0434854,-122.9149081,Have not applied
1710004,LAKEPORT  CITY OF,DISTRICT 03 - MENDOCINO,LAKE,4762,2278,N/A,39.040207,-122.919656,Have not applied
1910239,LAKEWOOD - CITY  WATER DEPT.,DISTRICT 07 - HOLLYWOOD,LOS ANGELES,63050,19989,N/A,33.8425088,-118.1190999,Have not applied
1910246,LAND PROJECTS MUTUAL WATER CO.,DISTRICT 07 - HOLLYWOOD,LOS ANGELES,1500,544,N/A,34.7544242,-118.2878915,Have not applied
1500424,LANDS OF PROMISE MWC,DISTRICT 19 - TEHACHAPI,KERN,174,63,N/A,34.8971853,-118.2387057,Have not applied
4400631,LAS CUMBRES MUTUAL WATER CO,DISTRICT 05 - MONTEREY,SANTA CRUZ,342,125,N/A,37.2064468,-122.0675206,Have not applied
1000054,LAS DELTAS MUTUAL WATER SYSTEM,DISTRICT 23 - FRESNO,FRESNO,375,107,N/A,36.8114708,-120.5739579,Have not applied
1910061,LAS FLORES WATER CO.,DISTRICT 16 - CENTRAL,LOS ANGELES,4844,1479,N/A,34.1823833,-118.1418232,Have not applied
1010020,LATON COMMUNITY SERVICES DISTRICT,DISTRICT 23 - FRESNO,FRESNO,1824,472,N/A,36.4272476,-119.7657663,Have not applied
2310011,LAYTONVILLE COUNTY WATER DISTRICT,DISTRICT 03 - MENDOCINO,MENDOCINO,2000,413,N/A,39.855248,-123.5175413,Have not applied
2410011,LE GRAND COMM SERVICES DIST,DISTRICT 11 - MERCED,MERCED,1700,474,N/A,37.2307985,-120.2492253,Have not applied
1510051,LEBEC COUNTY WATER DISTRICT,DISTRICT 19 - TEHACHAPI,KERN,1379,303,N/A,34.7936796,-118.8363756,Have not applied
5810002,LINDA COUNTY WATER DISTRICT,DISTRICT 21 - VALLEY,YUBA,19986,5051,N/A,39.1219508,-121.5679726,Have not applied
3910019,LINDEN COUNTY WATER DISTRICT,DISTRICT 10 - STOCKTON,SAN JOAQUIN,1784,617,N/A,38.0728788,-121.03351,Have not applied
3910022,LITTLE POTATO SLOUGH MUTUAL,DISTRICT 10 - STOCKTON,SAN JOAQUIN,950,202,N/A,38.1126998,-121.4976095,Have not applied
1900849,LLANO DEL RIO WATER COMPANY,LPA49 - LA COUNTY,LOS ANGELES,510,186,N/A,34.4856487,-117.8348862,Have not applied
3910004,LODI  CITY OF,DISTRICT 10 - STOCKTON,SAN JOAQUIN,68272,26124,N/A,38.1477241,-121.2996938,Have not applied
1210023,LOLETA C.S.D.,DISTRICT 01 - KLAMATH,HUMBOLDT,750,281,N/A,40.6691318,-124.1816517,Have not applied
1910065,LONG BEACH-CITY  WATER DEPT.,DISTRICT 07 - HOLLYWOOD,LOS ANGELES,472217,88879,N/A,33.8177675,-118.1704137,Have not applied
1910075,LOS ANGELES CWWD 21-KAGEL CANYON,DISTRICT 16 - CENTRAL,LOS ANGELES,559,250,N/A,34.0849831,-118.1501197,Have not applied
1910204,LOS ANGELES CWWD 29 & 80-MALIBU,DISTRICT 16 - CENTRAL,LOS ANGELES,22077,7421,N/A,34.0849831,-118.1501197,Have not applied
1910185,LOS ANGELES CWWD 36-VAL VERDE,DISTRICT 16 - CENTRAL,LOS ANGELES,5289,1384,N/A,34.0849831,-118.1501197,Have not applied
1910248,LOS ANGELES CWWD 37-ACTON,DISTRICT 16 - CENTRAL,LOS ANGELES,6600,1484,N/A,34.0849831,-118.1501197,Have not applied
1910070,LOS ANGELES CWWD 40 REG 4 & 34-LANCASTER,DISTRICT 16 - CENTRAL,LOS ANGELES,187372,51516,N/A,34.0849831,-118.1501197,Have not applied
1510046,LOST HILLS UTILITY DISTRICT,DISTRICT 12 - VISALIA,KERN,2412,443,N/A,35.6355,-119.9046594,Have not applied
1710010,LOWER LAKE COUNTY WATER DISTRICT,DISTRICT 03 - MENDOCINO,LAKE,1355,806,N/A,38.9105839,-122.6086462,Have not applied
2010004,MADERA CO CMD19-PARKWOOD,DISTRICT 11 - MERCED,MADERA,1637,496,N/A,36.9618263,-120.0637252,Have not applied
2000544,MADERA CO MD1-HIDDEN LAKE ESTATES,DISTRICT 11 - MERCED,MADERA,162,49,N/A,36.9618263,-120.0637252,Have not applied
2010008,MADERA CO MD10A-MADERA RANCHOS,DISTRICT 11 - MERCED,MADERA,3172,944,N/A,36.9618263,-120.0637252,Have not applied
2010011,MADERA CO SA1-INDIAN LAKES,DISTRICT 11 - MERCED,MADERA,1562,473,N/A,36.9618263,-120.0637252,Have not applied
2000729,MADERA CO SA16 SUMNER HILL-WATER SYSTEM,DISTRICT 11 - MERCED,MADERA,135,41,N/A,36.9618263,-120.0637252,Have not applied
2010006,MADERA CO SA3-PARKSDALE,DISTRICT 11 - MERCED,MADERA,1789,542,N/A,36.9618263,-120.0637252,Have not applied
2010010,MADERA VALLEY WATER COMPANY,DISTRICT 11 - MERCED,MADERA,6372,1944,N/A,37.0176226,-120.0748058,Have not applied
5700571,MADISON SERVICE DIST,LPA87 - YOLO COUNTY,YOLO,876,149,N/A,38.6780428,-121.9615308,Have not applied
2610001,MAMMOTH CWD,DISTRICT 13 - SAN BERNARDINO,MONO,8234,3455,N/A,37.6401721,-118.9736145,Have not applied
1210017,MANILA COMMUNITY SERVICES DIST.,DISTRICT 01 - KLAMATH,HUMBOLDT,750,362,N/A,40.8520506,-124.165516,Have not applied
3910005,MANTECA  CITY OF,DISTRICT 10 - STOCKTON,SAN JOAQUIN,84625,23436,N/A,37.8003546,-121.2322312,Have not applied
1910084,MAYWOOD MUTUAL WATER CO. #1,DISTRICT 16 - CENTRAL,LOS ANGELES,5500,1163,N/A,33.9866468,-118.1926476,Have not applied
1910085,MAYWOOD MUTUAL WATER CO. #2,DISTRICT 16 - CENTRAL,LOS ANGELES,7118,1924,N/A,33.9888213,-118.2020505,Have not applied
4710006,MCCLOUD C.S.D.,DISTRICT 01 - KLAMATH,SISKIYOU,1300,730,N/A,41.242143,-121.9653328,Have not applied
1510013,MCFARLAND  CITY OF,DISTRICT 12 - VISALIA,KERN,15506,2849,N/A,35.6777322,-119.2325778,Have not applied
2000549,MD 05 MOUNTAIN RANCHES,LPA50 - MADERA COUNTY,MADERA,239,27,N/A,36.9618263,-120.0637252,Have not applied
2000551,MD 07 MARINA VIEW HEIGHTS,LPA50 - MADERA COUNTY,MADERA,200,83,N/A,36.9618263,-120.0637252,Have not applied
2000561,MD 08 NORTH FORK WATER SYSTEM,LPA50 - MADERA COUNTY,MADERA,264,75,N/A,36.9618263,-120.0637252,Have not applied
2000552,MD 24 TEAFORD MEADOW LAKES,LPA50 - MADERA COUNTY,MADERA,150,66,N/A,36.9618263,-120.0637252,Have not applied
2000553,MD 28 RIPPERDAN SELF HELP,LPA50 - MADERA COUNTY,MADERA,48,17,N/A,36.9618263,-120.0637252,Have not applied
2000554,MD 33 FAIRMEAD,LPA50 - MADERA COUNTY,MADERA,568,164,N/A,36.9618263,-120.0637252,Have not applied
2000727,MD 36 EASTIN ARCOLA,LPA50 - MADERA COUNTY,MADERA,80,16,N/A,36.9618263,-120.0637252,Have not applied
2000728,MD 37 LA VINA,LPA50 - MADERA COUNTY,MADERA,350,100,N/A,36.9618263,-120.0637252,Have not applied
2000851,MD 40 SUNSET RIDGE ESTATES,LPA50 - MADERA COUNTY,MADERA,150,27,N/A,36.9618263,-120.0637252,Have not applied
2000557,MD 43 MIAMI CREEK KNOLLS,LPA50 - MADERA COUNTY,MADERA,100,26,N/A,36.9618263,-120.0637252,Have not applied
2000293,MD 46 AHWAHNEE RESORTS,LPA50 - MADERA COUNTY,MADERA,300,90,N/A,36.9618263,-120.0637252,Have not applied
2000865,MD 58 SIERRA HIGHLANDS,LPA50 - MADERA COUNTY,MADERA,75,25,N/A,36.9618263,-120.0637252,Have not applied
2000849,MD 60 DILLON ESTATES,LPA50 - MADERA COUNTY,MADERA,150,38,N/A,36.9618263,-120.0637252,Have not applied
2000757,MD 63 MEADOW SPRINGS RANCH,LPA50 - MADERA COUNTY,MADERA,300,85,N/A,36.9618263,-120.0637252,Have not applied
2000690,MD 73 QUARTZ MOUNTAIN,LPA50 - MADERA COUNTY,MADERA,375,127,N/A,36.9618263,-120.0637252,Have not applied
2000511,MD 85 VALETA,LPA50 - MADERA COUNTY,MADERA,45,20,N/A,36.9618263,-120.0637252,Have not applied
2000692,MD 95 RANCHOS WEST,LPA50 - MADERA COUNTY,MADERA,150,27,N/A,36.9618263,-120.0637252,Have not applied
5610005,MEINERS OAKS CWD,DISTRICT 06 - SANTA BARBARA,VENTURA,4200,1279,N/A,34.4489191,-119.2774064,Have not applied
1010021,MENDOTA  CITY OF,DISTRICT 23 - FRESNO,FRESNO,11104,2300,N/A,36.7544713,-120.3825058,Have not applied
1500401,METTLER COUNTY WATER DISTRICT,DISTRICT 19 - TEHACHAPI,KERN,157,43,N/A,35.063443,-118.970946,Have not applied
1900100,METTLER VALLEY MUTUAL,LPA49 - LA COUNTY,LOS ANGELES,135,98,N/A,34.7855806,-118.2493187,Have not applied
2800530,MEYERS WATER CO.,LPA58 - NAPA COUNTY,NAPA,250,100,N/A,38.198114,-122.3157699,Have not applied
4110001,MID-PENINSULA WATER DISTRICT,DISTRICT 17 - SANTA CLARA,SAN MATEO,28050,8095,N/A,37.5238299,-122.2685346,Have not applied
1510028,MIL POTRERO MWC,DISTRICT 19 - TEHACHAPI,KERN,1600,2354,N/A,34.8611703,-119.179765,Have not applied
4210019,MISSION HILLS CSD,DISTRICT 06 - SANTA BARBARA,SANTA BARBARA,3600,1271,N/A,34.6894732,-120.4318472,Have not applied
3310008,MISSION SPRINGS WD,DISTRICT 20 - RIVERSIDE,RIVERSIDE,38694,13049,N/A,33.9630275,-116.5001937,Have not applied
5010010,MODESTO  CITY OF,DISTRICT 10 - STOCKTON,STANISLAUS,219294,69918,N/A,37.7003707,-120.9299219,Have not applied
1910091,MONTEBELLO LAND & WATER CO.,DISTRICT 16 - CENTRAL,LOS ANGELES,26554,3932,N/A,34.0113675,-118.0961966,Have not applied
4210007,MONTECITO WATER DIST,DISTRICT 06 - SANTA BARBARA,SANTA BARBARA,11428,4632,N/A,34.4391204,-119.6327569,Have not applied
1910092,MONTEREY PARK-CITY  WATER DEPT.,DISTRICT 07 - HOLLYWOOD,LOS ANGELES,62183,13585,N/A,34.0590475,-118.12594,Have not applied
4510002,MOUNTAIN GATE C.S.D.,DISTRICT 02 - LASSEN,SHASTA,2227,669,N/A,40.7099462,-122.3356593,Have not applied
4710008,MT. SHASTA  CITY OF,DISTRICT 01 - KLAMATH,SISKIYOU,3642,1878,N/A,41.3133324,-122.312831,Have not applied
2810003,NAPA  CITY OF,DISTRICT 03 - MENDOCINO,NAPA,86906,25264,N/A,38.22965,-122.3220894,Have not applied
3610032,NEEDLES  CITY OF,DISTRICT 13 - SAN BERNARDINO,SAN BERNARDINO,5183,1706,N/A,34.8377095,-114.6060211,Have not applied
2910004,NEVADA ID - E. GEORGE  BANNER MOUNTAIN,DISTRICT 09 - SACRAMENTO,NEVADA,17233,6068,N/A,39.2257287,-121.0711313,Have not applied
3310025,NORCO  CITY OF,DISTRICT 20 - RIVERSIDE,RIVERSIDE,27564,7409,N/A,33.9231926,-117.561814,Have not applied
4110025,NORTH COAST COUNTY WATER DIST,DISTRICT 17 - SANTA CLARA,SAN MATEO,38546,11876,N/A,37.6304793,-122.490196,Have not applied
2110003,NORTH MARIN WATER DISTRICT,DISTRICT 18 - SONOMA,MARIN,61500,20071,N/A,38.1,-122.57,Have not applied
1500290,NORTH MUROC MUTUAL WATER COMPANY,DISTRICT 19 - TEHACHAPI,KERN,270,198,N/A,35.0274885,-117.8306162,Have not applied
5810006,NORTH YUBA WATER DISTRICT,DISTRICT 21 - VALLEY,YUBA,2772,785,N/A,39.4606991,-121.2849438,Have not applied
1910191,NORWALK - CITY  WATER DEPT.,DISTRICT 15 - METROPOLITAN,LOS ANGELES,12794,5320,N/A,33.9165918,-118.0614467,Have not applied
5602111,NYELAND ACRES MUTUAL WATER CO,DISTRICT 06 - SANTA BARBARA,VENTURA,915,183,N/A,34.22,-119.18,Have not applied
5610043,OAK PARK WATER SERVICE,DISTRICT 06 - SANTA BARBARA,VENTURA,12200,4603,N/A,34.2678719,-119.205136,Have not applied
5010014,OAKDALE  CITY OF,DISTRICT 10 - STOCKTON,STANISLAUS,22348,7932,N/A,37.7641679,-120.841505,Have not applied
3910023,OAKWOOD LAKE WATER DISTRICT-SUBDIVISION,DISTRICT 10 - STOCKTON,SAN JOAQUIN,1304,395,N/A,37.7764346,-121.283871,Have not applied
3710014,OCEANSIDE  CITY OF,DISTRICT 08 - SANTA ANA,SAN DIEGO,178021,44372,N/A,33.1979475,-117.3795323,Have not applied
5610014,OJAI WATER SYSTEM,DISTRICT 06 - SANTA BARBARA,VENTURA,6712,2902,N/A,34.4024833,-119.299922,Have not applied
1500096,OLD RIVER MUTUAL WATER COMPANY,DISTRICT 12 - VISALIA,KERN,128,14,N/A,35.3129204,-119.0544933,Have not applied
3710029,OLIVENHAIN MWD,DISTRICT 14 - SAN DIEGO,SAN DIEGO,86997,22669,N/A,33.0677662,-117.2468057,Have not applied
3110020,OLYMPIC VALLEY PSD,DISTRICT 02 - LASSEN,PLACER,1366,865,N/A,39.1630575,-120.2281933,Have not applied
3610034,ONTARIO MUNICIPAL UTILITIES COMPANY,DISTRICT 13 - SAN BERNARDINO,SAN BERNARDINO,185010,38846,N/A,34.0478562,-117.6360584,Have not applied
3410016,ORANGE VALE WATER COMPANY,DISTRICT 09 - SACRAMENTO,SACRAMENTO,18005,5684,N/A,38.6865117,-121.2195748,Have not applied
1200701,ORICK C.S.D.,DISTRICT 01 - KLAMATH,HUMBOLDT,450,141,N/A,41.2677058,-123.9273397,Have not applied
1200729,ORLEANS C.S.D.,DISTRICT 01 - KLAMATH,HUMBOLDT,636,167,N/A,41.3097656,-123.5983136,Have not applied
5610007,OXNARD WATER DEPT,DISTRICT 06 - SANTA BARBARA,VENTURA,200232,41157,N/A,34.2013005,-119.1756773,Have not applied
3710037,PADRE DAM MWD,DISTRICT 14 - SAN DIEGO,SAN DIEGO,92045,23163,N/A,32.8454385,-117.0051171,Have not applied
1206004,PALMER CREEK CSD,DISTRICT 01 - KLAMATH,HUMBOLDT,320,132,N/A,40.6071805,-124.1132746,Have not applied
1502465,PANAMA ROAD PROPERTY OWNERS ASSOC,DISTRICT 12 - VISALIA,KERN,45,16,N/A,35.2691711,-118.9764528,Have not applied
410007,PARADISE IRRIGATION DISTRICT,DISTRICT 21 - VALLEY,BUTTE,4600,2369,N/A,39.7685273,-121.599204,Have not applied
1910105,PARAMOUNT - CITY  WATER DEPT.,DISTRICT 07 - HOLLYWOOD,LOS ANGELES,55461,7381,N/A,33.8848232,-118.1611812,Have not applied
1910124,PASADENA-CITY  WATER DEPT.,DISTRICT 15 - METROPOLITAN,LOS ANGELES,170402,36448,N/A,34.1643912,-118.1561909,Have not applied
4010007,PASO ROBLES WATER DEPARTMENT,DISTRICT 06 - SANTA BARBARA,SAN LUIS OBISPO,31221,10727,N/A,35.6253893,-120.6905777,Have not applied
3700934,PAUMA VALLEY WATER COMPANY,DISTRICT 14 - SAN DIEGO,SAN DIEGO,193,101,N/A,33.3243386,-116.9616941,Have not applied
4910003,PENNGROVE WATER COMPANY (PUC),DISTRICT 18 - SONOMA,SONOMA,1712,520,N/A,38.4640695,-122.6630881,Have not applied
3310029,PERRIS  CITY OF,DISTRICT 20 - RIVERSIDE,RIVERSIDE,7854,2596,N/A,33.7759522,-117.2211742,Have not applied
2700687,PESANTE RD WS #02,LPA57 - MONTEREY COUNTY,MONTEREY,120,40,N/A,36.780892,-121.660806,Have not applied
4910006,PETALUMA  CITY OF,DISTRICT 18 - SONOMA,SONOMA,64251,20135,N/A,38.2513911,-122.6290472,Have not applied
1910042,PICO RIVERA - CITY  WATER DEPT.,DISTRICT 07 - HOLLYWOOD,LOS ANGELES,40205,9457,N/A,33.982496,-118.0885377,Have not applied
1910125,PICO WD,DISTRICT 07 - HOLLYWOOD,LOS ANGELES,25284,5335,N/A,33.9870228,-118.0947106,Have not applied
3700905,PINE HILLS MUTUAL WATER COMPANY,DISTRICT 14 - SAN DIEGO,SAN DIEGO,760,230,N/A,33.0157829,-116.4901981,Have not applied
4010008,PISMO BEACH WATER DEPARTMENT,DISTRICT 06 - SANTA BARBARA,SAN LUIS OBISPO,8180,4975,N/A,35.1576675,-120.6686588,Have not applied
3110024,PLACER CWA - ALTA,DISTRICT 02 - LASSEN,PLACER,875,270,N/A,38.9111705,-121.0806932,Have not applied
910003,PLACERVILLE  CITY OF - MAIN,DISTRICT 09 - SACRAMENTO,EL DORADO,10762,2795,N/A,38.7295053,-120.7976194,Have not applied
3210011,PLUMAS EUREKA CSD,DISTRICT 02 - LASSEN,PLUMAS,1525,554,N/A,39.7896769,-120.6504871,Have not applied
5410026,POPLAR COMM SERVICE DIST,DISTRICT 12 - VISALIA,TULARE,2200,597,N/A,36.07,-119.02,Have not applied
5410010,PORTERVILLE  CITY OF,DISTRICT 24 - TULARE,TULARE,65702,17063,N/A,36.0709791,-119.016487,Have not applied
5410048,PORTERVILLE-JONES CORNER,DISTRICT 24 - TULARE,TULARE,339,118,N/A,36.0709791,-119.016487,Have not applied
1910130,QUARTZ HILL WATER DIST.,DISTRICT 16 - CENTRAL,LOS ANGELES,20352,5814,N/A,34.6594669,-118.2200417,Have not applied
3301529,RAMONA WATER COMPANY,LPA63 - RIVERSIDE COUNTY,RIVERSIDE,250,95,N/A,33.5257713,-116.6317514,Have not applied
4000653,RANCHO COLINA MOBILE HOME PARK,LPA70 - SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO,250,127,N/A,35.39044,-120.8394861,Have not applied
1500327,RANCHO SECO INC. WATER SYSTEM,DISTRICT 19 - TEHACHAPI,KERN,55,23,N/A,35.3028869,-117.9483319,Have not applied
3610037,REDLANDS CITY MUD-WATER DIV,DISTRICT 13 - SAN BERNARDINO,SAN BERNARDINO,78025,23644,N/A,34.0127473,-117.1617685,Have not applied
4100510,REDWOOD TERRACE MUTUAL,DISTRICT 17 - SANTA CLARA,SAN MATEO,43,17,N/A,37.3143466,-122.2939554,Have not applied
3410018,RIO LINDA/ELVERTA COMMUNITY WATER DIST,DISTRICT 09 - SACRAMENTO,SACRAMENTO,14381,4621,N/A,38.6890503,-121.4487871,Have not applied
3910007,RIPON  CITY OF,DISTRICT 10 - STOCKTON,SAN JOAQUIN,16292,5126,N/A,37.741654,-121.136061,Have not applied
5010018,RIVERBANK  CITY OF,DISTRICT 10 - STOCKTON,STANISLAUS,25244,6838,N/A,37.7362903,-120.9359539,Have not applied
5000019,RIVERDALE PARK TRACT CSD,LPA80 - STANISLAUS COUNTY,STANISLAUS,610,182,N/A,37.7208684,-121.0220422,Have not applied
3610057,RIVERSIDE HIGHLAND WATER COMPANY,DISTRICT 13 - SAN BERNARDINO,SAN BERNARDINO,18691,5335,N/A,34.0289402,-117.3232212,Have not applied
2010016,RIVERSTONE/ROOTCREEK WATER DISTRICT,DISTRICT 11 - MERCED,MADERA,2270,742,N/A,36.8518417,-119.771181,Have not applied
3310044,RUBIDOUX COMMUNITY SD,DISTRICT 20 - RIVERSIDE,RIVERSIDE,36827,6337,N/A,33.9953859,-117.4130737,Have not applied
1910140,RUBIO CANON LAND & WATER ASSOCIATION,DISTRICT 16 - CENTRAL,LOS ANGELES,9600,3128,N/A,34.1819329,-118.1384862,Have not applied
2000724,SA 14 CHUK CHANSE SUBDIVISION,LPA50 - MADERA COUNTY,MADERA,100,31,N/A,36.9618263,-120.0637252,Have not applied
5304501,SALYER MUTUAL WC (FORMERLY RIVERVIEW AC),DISTRICT 01 - KLAMATH,TRINITY,231,70,N/A,40.8706481,-123.4594869,Have not applied
3710020,SAN DIEGO  CITY OF,DISTRICT 14 - SAN DIEGO,SAN DIEGO,1394515,277703,N/A,32.8352425,-117.1353911,Have not applied
1910144,SAN GABRIEL COUNTY WD,DISTRICT 07 - HOLLYWOOD,LOS ANGELES,45000,9287,N/A,34.0914177,-118.0869967,Have not applied
2701904,SAN JERARDO COOP WS,LPA57 - MONTEREY COUNTY,MONTEREY,249,67,N/A,36.6740696,-121.6597675,Have not applied
1010034,SAN JOAQUIN  CITY OF,DISTRICT 23 - FRESNO,FRESNO,4060,730,N/A,36.5882949,-120.182022,Have not applied
3510002,SAN JUAN BAUTISTA  CITY OF,DISTRICT 05 - MONTEREY,SAN BENITO,2335,834,N/A,36.8322484,-121.5141615,Have not applied
2400209,SAN LUIS HILLS,DISTRICT 11 - MERCED,MERCED,300,65,N/A,37.0583373,-120.8499249,Have not applied
4000568,SAN SIMEON CSD,DISTRICT 06 - SANTA BARBARA,SAN LUIS OBISPO,462,206,N/A,35.6177206,-121.1446154,Have not applied
4310027,SANTA CLARA VALLEY WATER DISTRICT,DISTRICT 17 - SANTA CLARA,SANTA CLARA,0,0,N/A,37.2453331,-121.8733673,Have not applied
3710023,SANTA FE I.D.,DISTRICT 14 - SAN DIEGO,SAN DIEGO,21549,6530,N/A,33.0196832,-117.2075304,Have not applied
3010101,SANTA MARGARITA WATER DISTRICT,DISTRICT 08 - SANTA ANA,ORANGE,161264,56060,N/A,33.5813337,-117.6328955,Have not applied
1910146,SANTA MONICA-CITY  WATER DIVISION,DISTRICT 16 - CENTRAL,LOS ANGELES,91411,16970,N/A,34.0193805,-118.4971165,Have not applied
4910009,SANTA ROSA  CITY OF,DISTRICT 18 - SONOMA,SONOMA,173648,53106,N/A,38.442619,-122.7515584,Have not applied
707574,SANTIAGO ISLAND VILLAGE,DISTRICT 04 - SAN FRANCISCO,CONTRA COSTA,400,211,N/A,33.7653884,-117.8514524,Have not applied
1910147,SATIVA WATER SYSTEM,DISTRICT 22 - ANGELES,LOS ANGELES,6837,1643,N/A,33.9078641,-118.23591,Have not applied
3610121,SBDNO COUNTY SERVICE AREA 64,DISTRICT 13 - SAN BERNARDINO,SAN BERNARDINO,14678,3967,N/A,34.0679405,-117.2878623,Have not applied
3610026,SBDNO COUNTY SERVICE AREA 70 CEDAR GLEN,DISTRICT 13 - SAN BERNARDINO,SAN BERNARDINO,1236,342,N/A,34.0679405,-117.2878623,Have not applied
3610125,SBDNO COUNTY SERVICE AREA 70J,DISTRICT 13 - SAN BERNARDINO,SAN BERNARDINO,12513,3382,N/A,34.0679405,-117.2878623,Have not applied
1210010,SCOTIA CSD,DISTRICT 01 - KLAMATH,HUMBOLDT,850,304,N/A,40.4451891,-124.0075476,Have not applied
4410013,SCOTTS VALLEY WATER DISTRICT,DISTRICT 05 - MONTEREY,SANTA CRUZ,10709,3863,N/A,37.0496128,-122.0171701,Have not applied
2710018,SEASIDE MUNICIPAL WATER SYSTEM,DISTRICT 05 - MONTEREY,MONTEREY,2800,786,N/A,36.6035367,-121.8535035,Have not applied
4910011,SEBASTOPOL  CITY OF,DISTRICT 18 - SONOMA,SONOMA,7786,2953,N/A,38.4082548,-122.8214268,Have not applied
1310013,SEELEY CWD,DISTRICT 14 - SAN DIEGO,IMPERIAL,2010,377,N/A,32.7908378,-115.6939036,Have not applied
3010082,SERRANO WATER DISTRICT,DISTRICT 08 - SANTA ANA,ORANGE,5895,2254,N/A,33.8082047,-117.8174734,Have not applied
3810011,SFPUC CITY DISTRIBUTION DIVISION,DISTRICT 04 - SAN FRANCISCO,SAN FRANCISCO,884363,170842,N/A,37.5951851,-122.3761924,Have not applied
410006,SFWP-MINERS RANCH,DISTRICT 21 - VALLEY,BUTTE,22780,6909,N/A,39.5089814,-121.5394311,Have not applied
1510019,SHAFTER  CITY OF,DISTRICT 12 - VISALIA,KERN,20500,4847,N/A,35.50161,-119.2734688,Have not applied
4510013,SHASTA C.S.D.,DISTRICT 02 - LASSEN,SHASTA,1584,652,N/A,40.6172324,-122.4811771,Have not applied
3610109,SHEEP CREEK WATER COMPANY,DISTRICT 13 - SAN BERNARDINO,SAN BERNARDINO,3623,1191,N/A,34.43,-117.57,Have not applied
4810026,SID - PEABODY,DISTRICT 04 - SAN FRANCISCO,SOLANO,66,17,N/A,38.3939412,-121.9561729,Have not applied
5400964,SIERRA VISTA ASSN,DISTRICT 24 - TULARE,TULARE,44,13,N/A,35.7949326,-119.1623231,Have not applied
1910149,SIGNAL HILL - CITY  WATER DEPT.,DISTRICT 07 - HOLLYWOOD,LOS ANGELES,11795,3123,N/A,33.8094002,-118.1652948,Have not applied
